All,Semua,module,Magento_AdminGws
None,"Tidak ada",module,Magento_AdminGws
"Allowed Scopes",Diizinkan,module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","Anda membutuhkan lebih banyak iziin untuk menghapus item-item ini: %1.",module,Magento_AdminGws
"You need more permissions to apply some of the rule updates.","Anda membutuhkan lebih banyak izin untuk menerapkan beberapa aturan pembaruan.",module,Magento_AdminGws
"Please assign this entity to a store view.","Silakan menetapkan entitas ini untuk tampilan toko.",module,Magento_AdminGws
"You can create orders only in an active store.","Anda dapat membuat pesanan hanya di toko yang sedang aktif.",module,Magento_AdminGws
"Please assign this item to a store view.","Tetapkan item ini ke tampilan toko.",module,Magento_AdminGws
"You need more permissions to save this item.","Anda membutuhkan lebih lebih banyak izin untuk menyimpan item ini.",module,Magento_AdminGws
"You need more permissions to delete this item.","Anda membutuhkan lebih banyak izin untuk menghapus item ini.",module,Magento_AdminGws
"You need more permissions to view this item.","Anda membutuhkan lebih banyak izin untuk melihat item ini.",module,Magento_AdminGws
"Please specify at least one website or one store group.","Tentukan setidaknya satu website atau satu kelompok toko.",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","Anda membutuhkan lebih banyak izin untuk mengatur semua lingkup peran.",module,Magento_AdminGws
"Incorrect website ID: %1","Salah ID situs: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","Anda membutuhkan lebih banyak izin untuk mengakses situs ""%1"".",module,Magento_AdminGws
"Incorrect store ID: %1","Salah ID toko: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","Anda membutuhkan lebih banyak izin untuk menyimpan pengaturan ini.",module,Magento_AdminGws
"Role Scopes","Lingkup peran",module,Magento_AdminGws
Custom,Kustom,module,Magento_AdminGws
"Read Details","Baca Detail",module,Magento_AdminNotification
"Mark as Read","Tandai telah dibaca",module,Magento_AdminNotification
"Are you sure?","Apakah anda yakin?",module,Magento_AdminNotification
Remove,Hapus,module,Magento_AdminNotification
"Messages Inbox","Kotak Masuk Pesan",module,Magento_AdminNotification
"You have %1 new system messages","Anda memiliki %1 pesan sistem baru",module,Magento_AdminNotification
"You have %1 new system message","Anda memiliki %1 pesan sistem baru",module,Magento_AdminNotification
"Incoming Message","Pesan Masuk",module,Magento_AdminNotification
close,keluar,module,Magento_AdminNotification
Notifications,Pemberitahuan,module,Magento_AdminNotification
"The message has been marked as Read.","Tandai pesan telah dibaca.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Kami tidak bisa menandai pemberitahuan telah dibaca karena ada kesalahan.",module,Magento_AdminNotification
"Please select messages.","Silahkan pilih pesan.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","Sebanyak% 1 record telah ditandai sudah dibaca.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","Sebanyak% 1 record telah dihapus.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Kami tidak bisa menghapus pesan karena ada kesalahan.",module,Magento_AdminNotification
"The message has been removed.","Pesan telah dihapus.",module,Magento_AdminNotification
"1 Hour","1 jam",module,Magento_AdminNotification
"2 Hours","2 jam",module,Magento_AdminNotification
